year,ocean,platform_number,cycle_number,latitude,longitude,time,pres,temp,psal
2007,Pacific,6902750,10001,-55.41808725380318,-141.9814583867807,2007-05-08 02:00:00,587.6329556365952,31.68738064303905,36.10395840184125
2007,Pacific,6902750,10002,-34.47258339277083,-75.03844716035722,2007-01-25 11:00:00,1796.96748251847,20.739695665694523,35.02647378534881
2007,Pacific,6903055,10003,-20.091939801446244,-158.11480908082618,2007-03-30 00:00:00,1731.7632330765898,19.94467921341284,39.73962341098349
2007,Pacific,6903010,10004,17.460227139454716,-138.53968865687932,2007-05-14 10:00:00,621.8247425401888,33.9481040423109,34.777319450607806
2007,Pacific,6903010,10005,54.38964819147378,-151.64017628785277,2007-02-04 12:00:00,1866.532506024366,30.252423980507047,37.78880702440036
2007,Pacific,6902750,10006,34.822944080359505,-87.65379259835404,2007-09-21 22:00:00,1665.2162425255071,3.511736612519049,30.50464031446086
2007,Pacific,6903001,10007,-56.435384275499686,-159.6209996169335,2007-05-26 23:00:00,1934.751877362142,11.069328618138934,34.529229291033225
2007,Pacific,6903001,10008,37.7276064112602,-78.1401980580457,2007-06-08 15:00:00,1355.6136265771993,20.004423331399472,34.58047081517927
2007,Pacific,6903055,10009,-16.206588867191925,-164.2611693920756,2007-03-22 05:00:00,969.5806118321,16.804888283824056,36.09219026063891
2007,Pacific,6903001,10010,-5.830973107319188,-125.556953509878,2007-05-23 21:00:00,472.4290253608255,30.063666632739995,34.75209933971037
2007,Pacific,6903001,10011,38.822818611048376,-84.99131562846948,2007-09-04 19:00:00,1417.0944248924209,30.5680627025791,37.66553094215316
2007,Pacific,6902746,10012,-30.858313375219588,-82.71628009797878,2007-02-27 14:00:00,148.17077911215404,26.537382740174408,35.00114113792068
2007,Pacific,6902746,10013,57.253530990295545,-124.15810639909812,2007-08-19 08:00:00,1480.2372085315378,33.677369437280994,30.462693559874783
2007,Pacific,6903010,10014,13.881306322577204,-106.97828095442247,2007-03-26 06:00:00,1574.1620754038,3.683750740729213,37.01272030738176
2007,Pacific,6903055,10015,-55.46112704421671,-108.63125544948151,2007-08-07 21:00:00,288.1996835271323,9.829563204562689,34.43689565933453
2007,Pacific,6903010,10016,-7.288208039680569,-96.23987575226364,2007-08-05 17:00:00,777.9188051805319,1.198595194604951,30.334131848187656
2007,Pacific,6902750,10017,-59.525667540208346,-76.1899848253684,2007-07-31 20:00:00,781.7165057263542,19.29823981688156,39.088489159527214
2007,Pacific,6903055,10018,40.75368477131488,-120.09776289903638,2007-11-09 11:00:00,213.22016937130363,22.073423466024416,36.95428179150485
2007,Pacific,6903001,10019,17.856293726497356,-142.52830316560198,2007-09-18 17:00:00,1194.4973497021,28.175620656150382,30.69244661736811
2007,Pacific,6902750,10020,-34.84706316273437,-111.04185406691164,2007-07-21 23:00:00,1559.8768334224212,10.788067662508926,30.11233901586165
2007,Pacific,6903055,10021,-19.20488657292069,-73.41195458352941,2007-12-16 07:00:00,636.5030724255051,6.2306270378295885,38.10268018891094
2007,Pacific,6902750,10022,-36.01227495322405,-111.98017295430516,2007-09-28 12:00:00,438.22746613564135,17.644437670613453,30.24009735158361
2007,Pacific,6903001,10023,28.929401989483083,-117.77111338944636,2007-01-12 20:00:00,969.4245360566188,1.8325744289667223,33.89214436939619
2007,Pacific,6902750,10024,5.399497766201051,-133.2691295096596,2007-05-26 21:00:00,491.5732707977769,18.8867937600172,34.71324993728202
2007,Pacific,6903010,10025,37.11172486512754,-138.5117816132659,2007-06-10 22:00:00,302.52946131485345,34.93675759133964,37.21209667960328
2007,Pacific,6902750,10026,-5.239437510714858,-143.64367651992535,2007-10-31 23:00:00,283.5859830609706,33.03078654972907,31.84425138093372
2007,Pacific,6902750,10027,32.91641004056956,-135.48535426677228,2007-11-09 01:00:00,899.0296704744876,12.580518031179762,38.43320593045291
2007,Pacific,6903001,10028,14.581937869118905,-105.38992695802708,2007-12-04 17:00:00,1553.6886322284947,3.6272401330986224,34.02000729423095
2007,Pacific,6902746,10029,-54.33913139176597,-158.45626471352273,2007-12-18 05:00:00,1273.1785431105548,31.658497285617727,30.5642509480276
2007,Pacific,6903010,10030,-30.692970418445725,-103.4590962473802,2007-09-04 05:00:00,1362.6989723347815,-0.0529198307047975,31.788633884581238
2007,Pacific,6902746,10031,-18.28000288800827,-154.2597225650188,2007-03-18 16:00:00,1437.0296056982274,17.88903206958059,38.13395556057819
2007,Pacific,6903010,10032,32.647865946503714,-72.41478309530822,2007-10-31 10:00:00,1504.1613076741708,0.7119092909174007,39.41188389091273
2007,Pacific,6902750,10033,52.52534367580944,-149.16071072060598,2007-10-21 05:00:00,1162.9317418135252,-0.7456991890095579,32.97302320853495
2007,Pacific,6902750,10034,-28.39489462410593,-82.02817908203168,2007-11-03 06:00:00,68.93394061961745,25.432233122836497,31.198532816738023
2007,Pacific,6903055,10035,34.91086028961965,-85.43895083548674,2007-05-20 23:00:00,1146.0228704683277,5.533264769047493,35.50061257600761
2007,Pacific,6903001,10036,-16.107204598458807,-133.7575260110994,2007-09-19 20:00:00,917.1491027513084,25.0632394644214,35.78820331062114
2007,Pacific,6903010,10037,-38.81010319297006,-76.26231787334244,2007-06-09 14:00:00,1489.123818392898,17.681839442612922,38.65271475645015
2007,Pacific,6903001,10038,-19.556957319259773,-106.11362895396172,2007-05-31 21:00:00,1704.2778707077764,0.7351696661111231,36.03016900712947
2007,Pacific,6902750,10039,10.763221689474946,-138.92976848111684,2007-09-15 06:00:00,1969.473481538506,30.776509498399733,36.909159760492805
2007,Pacific,6903001,10040,5.187435096487121,-80.50738240336366,2007-10-21 18:00:00,657.7860696850555,22.76846494371385,39.52908815774131
2007,Pacific,6902746,10041,-27.769162121314707,-74.40730149515235,2007-11-12 07:00:00,1214.1118316641769,26.054756867273746,38.648880043346864
2007,Pacific,6903001,10042,36.41623583497676,-137.32923143563283,2007-07-13 02:00:00,627.0376824403965,30.081933816576168,32.55466050640325
2007,Pacific,6902746,10043,8.671303135889474,-100.70763554583388,2007-04-03 21:00:00,820.0434882246836,4.052839941467078,31.18601054202338
2007,Pacific,6903001,10044,27.055048608645578,-166.5796041472354,2007-06-07 10:00:00,659.2970309475508,3.5836320934241543,38.90666844934118
2007,Pacific,6903055,10045,28.864937140589205,-92.69011464564124,2007-09-18 07:00:00,1240.5680466081035,12.064677267802606,30.118330277042
2007,Pacific,6902750,10046,-49.00338062795327,-146.76836681380678,2007-01-11 20:00:00,884.1297030518826,19.779075578189666,39.43856572602534
2007,Pacific,6903055,10047,-42.35715459629378,-83.81806303744494,2007-10-31 11:00:00,325.1724485386653,-1.662879442798896,35.4855522028011
2007,Pacific,6903001,10048,-24.966906522445463,-148.73108087536536,2007-09-29 08:00:00,1450.3355865263738,34.63649532626747,36.61564699842205
2007,Pacific,6902750,10049,47.44394207470829,-158.16638935948845,2007-04-14 14:00:00,1687.8228017365257,13.464845778965612,33.49026592943314
2007,Pacific,6903055,10050,38.473983571335424,-132.31305116046778,2007-05-09 15:00:00,271.0608622111015,18.08911808905161,33.26448065451616
2007,Pacific,6902746,10051,10.87280753074552,-125.17909325358436,2007-11-28 08:00:00,1615.362348735326,-1.9957409574872955,39.665651126513424
