year,ocean,platform_number,cycle_number,latitude,longitude,time,pres,temp,psal
2009,Pacific,6903010,20001,47.50639405184256,-79.39185668878896,2009-09-12 16:00:00,1940.924703515326,20.23949056577653,38.28667320370143
2009,Pacific,6903001,20002,-47.9731213581718,-79.00964849496336,2009-02-12 15:00:00,1252.2997935441356,14.55397008305939,30.7077609336604
2009,Pacific,6903001,20003,-3.3777984441768325,-165.09047618280903,2009-07-02 10:00:00,794.3929052030674,18.302821644834133,39.39523023685401
2009,Pacific,6903010,20004,27.01419987334916,-78.92744129360754,2009-09-17 22:00:00,496.7880672309786,9.236525177803111,39.67235882279245
2009,Pacific,6903001,20005,3.3319908581189708,-87.77084159338074,2009-04-07 14:00:00,995.513606157528,9.734015771407,34.774362936058864
2009,Pacific,6902750,20006,-39.981235104652974,-160.16408409625035,2009-10-18 12:00:00,893.4732602463207,14.193126989410718,30.456188224950328
2009,Pacific,6903001,20007,-53.283850271358695,-158.02055751439485,2009-09-19 19:00:00,1485.8561621062693,30.197053829973854,34.742899868051204
2009,Pacific,6903001,20008,-54.08288623401162,-100.33213379103503,2009-12-19 11:00:00,1833.690101293607,31.71739840500139,38.51228444821756
2009,Pacific,6903010,20009,-46.93456924743582,-93.2824970893676,2009-07-07 19:00:00,448.0607702322639,31.62556316460652,39.9155537345769
2009,Pacific,6903055,20010,34.10962832855972,-155.5957539445965,2009-02-13 10:00:00,297.4863837764994,2.2492752439906933,36.21816338406533
2009,Pacific,6902746,20011,44.11637792718293,-79.80016283106909,2009-10-22 06:00:00,1296.7266011757547,23.54361954351193,34.60992529695868
2009,Pacific,6903010,20012,18.277747970217007,-134.61947765352863,2009-01-22 23:00:00,992.619739330196,3.952531253551269,38.450005431478814
2009,Pacific,6903010,20013,-28.09407481442572,-159.56702882475682,2009-12-27 10:00:00,1729.5796046881924,-0.2186172970411346,39.37190565036302
2009,Pacific,6902746,20014,-51.59095002817368,-149.12170584302325,2009-01-19 21:00:00,1770.8355307745524,0.1132759535220717,37.448675845847205
2009,Pacific,6903001,20015,8.522954736198812,-91.2379750665295,2009-06-25 15:00:00,844.7493906469907,3.634519352695431,30.01482592313188
2009,Pacific,6902746,20016,46.60243609649024,-115.55530494600784,2009-04-15 14:00:00,655.514687882276,34.76022381201412,35.68101378575357
2009,Pacific,6902750,20017,-51.46943395751885,-152.71184332087364,2009-05-10 04:00:00,1200.900508586565,1.3496980886494585,35.22244210680016
2009,Pacific,6903055,20018,29.39949162693844,-112.81322373128646,2009-09-11 18:00:00,513.0547753310941,30.25616377465314,35.969068811593694
2009,Pacific,6902746,20019,-42.29677031271136,-106.73450947789422,2009-06-18 23:00:00,1606.6750354568564,34.98938877738449,31.406242727395394
2009,Pacific,6902750,20020,21.633843561190943,-86.59183647540657,2009-08-27 04:00:00,76.76738616078916,11.239171528724798,31.524299276467985
2009,Pacific,6902746,20021,-16.374231503196725,-80.22745542531074,2009-04-25 16:00:00,1954.527626966728,12.053058154527456,32.142645213976365
2009,Pacific,6903010,20022,53.5988521648392,-111.96424937379368,2009-09-13 23:00:00,1789.8263719806655,10.709499700996464,39.81738630295309
2009,Pacific,6902750,20023,-47.76614736273499,-121.44397216795932,2009-01-10 13:00:00,1379.6404443106908,20.10095799455428,37.41339390565793
2009,Pacific,6902750,20024,47.80899290358968,-100.660831066429,2009-10-09 00:00:00,484.16792024982345,16.22198486113617,32.621027858752385
2009,Pacific,6903010,20025,1.7615963435246442,-169.98878603029598,2009-03-11 20:00:00,1245.157015497738,-0.2432842261705645,39.23017931873275
2009,Pacific,6902746,20026,-22.727152913446417,-120.5061876743218,2009-05-06 23:00:00,639.003567015241,25.347390396869137,33.94865031483955
2009,Pacific,6903055,20027,0.3450958790913674,-108.6152961918594,2009-12-13 23:00:00,218.7447703260601,19.898224797502543,35.13438552734588
2009,Pacific,6902746,20028,35.8623221734979,-140.26728109981158,2009-08-23 12:00:00,1756.5669631009737,14.425998158667102,34.95431323526596
2009,Pacific,6902750,20029,-33.81040027082534,-84.61666900992562,2009-08-09 18:00:00,1404.2217464723897,18.90320595195997,36.91419205551697
2009,Pacific,6903010,20030,39.60621806414794,-158.35777001347014,2009-05-27 04:00:00,1887.305790961565,3.039384208163286,35.12758284023982
2009,Pacific,6902746,20031,-32.92435860843678,-154.64369876802002,2009-01-28 11:00:00,1386.944832824858,21.850671245468973,35.71611434685086
2009,Pacific,6903055,20032,26.321086738388686,-93.77047999189556,2009-08-30 17:00:00,393.46112950101866,29.92223672251919,31.346960388538683
2009,Pacific,6902746,20033,5.866306441722244,-167.01761071040758,2009-06-04 10:00:00,1318.9975608453844,32.67365545934684,31.32114170221363
2009,Pacific,6903001,20034,-45.59823707474634,-97.31715172729083,2009-12-24 22:00:00,1368.9948034397464,0.2752645046083528,32.94487984663162
2009,Pacific,6903055,20035,14.728375145054486,-101.34646454437144,2009-01-28 05:00:00,533.2138394041333,28.434153955299145,32.79362907553234
2009,Pacific,6903055,20036,-34.57281322184167,-127.58133845013732,2009-08-24 08:00:00,1466.9825720681758,28.720671948003737,31.908336679374628
2009,Pacific,6902746,20037,30.87799703038182,-118.82852055401136,2009-04-26 11:00:00,1827.8498179113435,20.56207193677711,39.15161370915544
