year,ocean,platform_number,cycle_number,latitude,longitude,time,pres,temp,psal
2013,Pacific,6902750,40001,7.24953094122516,-99.76229190142897,2013-11-12 01:00:00,521.4958261875014,6.478285651579556,38.82426940186119
2013,Pacific,6903001,40002,27.07062598462022,-164.33516053570276,2013-11-29 11:00:00,1971.9465370278576,31.55585771022357,35.7623099940672
2013,Pacific,6903010,40003,57.77189779527646,-73.55890793514709,2013-07-25 04:00:00,1906.406220867913,25.73123168661478,38.23706233938255
2013,Pacific,6902750,40004,-24.703193057316284,-117.42018383360136,2013-11-25 05:00:00,624.4864894298108,28.176245882812093,38.71984293009861
2013,Pacific,6903010,40005,1.2703056850117207,-122.97510093894353,2013-07-02 11:00:00,965.3050033540084,-1.040170201088761,30.466729358507656
2013,Pacific,6903010,40006,15.412816876821324,-142.2695420576453,2013-02-22 12:00:00,152.6737436694119,34.04645987654174,34.3657391040503
2013,Pacific,6903001,40007,43.11933423043087,-148.29478603420057,2013-12-03 07:00:00,1838.8605747681825,0.5546274855490152,30.478019168138403
2013,Pacific,6903055,40008,5.448425239487492,-153.84520559066635,2013-11-01 21:00:00,1892.9428775900612,33.638302246540775,37.54277935419094
2013,Pacific,6903010,40009,-32.84474138668656,-106.46115378298816,2013-04-10 12:00:00,352.61638165153266,11.93777552606714,30.10473891598433
2013,Pacific,6903001,40010,-16.353761265246675,-158.13393196329827,2013-11-11 01:00:00,977.3548606533292,4.301735587592403,36.67283950133286
2013,Pacific,6902750,40011,48.47010977855295,-100.81416250406151,2013-07-13 22:00:00,1418.7055252446191,3.390275025549249,38.47109278826123
2013,Pacific,6903055,40012,-17.229001046302606,-109.23326554746237,2013-04-13 10:00:00,1843.5038605755392,9.392318638582076,34.81824831429586
2013,Pacific,6903001,40013,-41.2219344967475,-163.5443322773209,2013-04-03 01:00:00,1798.9401598469487,3.7520484909314753,35.946284766179225
2013,Pacific,6903010,40014,55.92779340580813,-128.62535278236982,2013-11-18 20:00:00,526.851754364529,13.820051933803212,34.471591049723635
2013,Pacific,6903055,40015,-6.30518333073212,-76.21042560609955,2013-02-16 07:00:00,1076.3352894300942,5.253305225088863,35.83813209834515
2013,Pacific,6903055,40016,38.77055601454401,-163.92683371923104,2013-11-25 20:00:00,1876.140583405396,9.894852723263275,34.41698336888007
2013,Pacific,6903001,40017,57.30087781464471,-113.86576441197155,2013-04-18 08:00:00,1395.2630640033103,7.921723697919921,35.81678602391005
2013,Pacific,6903055,40018,32.38084660615257,-151.59815386323967,2013-04-14 00:00:00,1358.7968079601235,27.27349620205198,33.34988501930499
2013,Pacific,6903055,40019,-49.21659786514647,-124.8033339204215,2013-08-12 12:00:00,1118.041913984559,7.966760082074977,38.8619926184328
2013,Pacific,6903001,40020,36.83679341501558,-80.55848030020205,2013-08-25 15:00:00,344.50699122835005,26.26913185131268,33.629611269986945
2013,Pacific,6902750,40021,39.42575721876112,-151.70826456340393,2013-07-31 09:00:00,1186.9692876346871,-0.1636479660419469,30.52852352413896
2013,Pacific,6903001,40022,37.79530607450221,-110.76934820247672,2013-07-01 16:00:00,1688.1994730550773,21.17398945424598,30.42978269871312
2013,Pacific,6903010,40023,-53.44721805834679,-140.90997227847933,2013-10-30 00:00:00,1322.6556117623195,33.23426253394595,37.4241358605188
2013,Pacific,6903010,40024,-6.042420591887399,-134.79099726861648,2013-02-25 15:00:00,1732.6106178357163,34.125767683447656,39.68308854763836
2013,Pacific,6902750,40025,57.56913796474633,-95.43272270127544,2013-04-29 02:00:00,234.01010593186425,31.69546438243264,39.08571469575406
2013,Pacific,6903001,40026,-13.784064172103804,-96.74011009625076,2013-12-16 00:00:00,775.9628286542899,1.4351030636382975,38.12586481308365
2013,Pacific,6903010,40027,-22.287629619920672,-166.29685151868648,2013-12-23 17:00:00,457.1718751028837,7.930196340089164,36.619996340334666
2013,Pacific,6903001,40028,2.1243790972716567,-115.78354756189933,2013-05-05 18:00:00,907.4222833832664,-0.0558622105136872,38.43727919782154
2013,Pacific,6903001,40029,-11.300711277667332,-102.20682509541106,2013-08-08 16:00:00,1128.8278508637195,8.974450409896699,31.60779364232512
2013,Pacific,6903010,40030,29.49848231339857,-110.45798697214876,2013-03-19 19:00:00,658.2711219069784,16.002274831116946,32.02091817590346
2013,Pacific,6903001,40031,-44.590352475592304,-101.16329855923551,2013-01-31 16:00:00,1695.568948944639,23.68519279050757,39.99463753826468
2013,Pacific,6903055,40032,43.86647486437555,-143.18370816565812,2013-05-16 04:00:00,866.1614157457628,0.5675098530413907,30.521261633711443
2013,Pacific,6902746,40033,-58.86586160694458,-169.42901357905325,2013-11-05 03:00:00,642.9062954957425,-1.4926217602254557,32.33965795610775
2013,Pacific,6902750,40034,49.180996347047625,-75.88446599066054,2013-12-17 14:00:00,1282.085585765508,11.794465140373266,33.182475849638685
2013,Pacific,6903001,40035,20.60398556231256,-126.43921898368,2013-08-11 23:00:00,852.1005221983618,30.000527978536205,33.017029293902034
2013,Pacific,6903010,40036,32.42232652493382,-129.89619160836838,2013-04-07 03:00:00,576.918164107702,10.628728568134711,31.63507620182017
2013,Pacific,6902746,40037,-22.578410975054616,-80.67158757502669,2013-07-04 02:00:00,149.71431550863375,26.38763885636249,39.16302719184447
2013,Pacific,6903001,40038,-7.867287501546841,-75.36928822665121,2013-06-16 08:00:00,538.6102955841429,9.246358971232764,32.13692573651608
2013,Pacific,6903055,40039,-5.541844259300149,-105.43670966516346,2013-01-08 14:00:00,212.26802811226756,30.68490182905044,37.22615813844386
2013,Pacific,6903010,40040,-43.16886783914608,-96.77133428937512,2013-12-02 07:00:00,249.18984204079163,-0.5401596341270247,33.73790389612995
2013,Pacific,6903001,40041,2.603749785172802,-168.55258376890305,2013-04-13 19:00:00,1104.175222959979,7.930115886298608,37.879077110723046
2013,Pacific,6902750,40042,24.218316792279367,-129.3698201197831,2013-02-22 15:00:00,1880.775382146444,23.73507671273208,33.4762616979342
2013,Pacific,6902746,40043,46.836594299722265,-151.36365363393028,2013-08-06 07:00:00,467.17142814467127,6.81456332185453,34.822680674183346
2013,Pacific,6903010,40044,24.445131859793506,-92.73391932028652,2013-01-06 16:00:00,599.9769594192624,3.6347694563142703,37.57749651286115
2013,Pacific,6902750,40045,-27.999347170667413,-164.4053264410221,2013-01-03 01:00:00,73.0702967673098,34.394335327141775,39.39360659148996
2013,Pacific,6902746,40046,-51.132109563273886,-70.6175158852154,2013-03-14 15:00:00,195.441618246055,-0.1138317216627395,32.57897298794219
2013,Pacific,6903055,40047,-24.877784839291344,-168.69216295225542,2013-01-16 21:00:00,1699.4345635435086,28.887295107986528,35.13371082414576
2013,Pacific,6903001,40048,40.62460136248313,-77.48266625766506,2013-01-19 00:00:00,1528.766931037495,27.87931177322806,33.399045122276995
2013,Pacific,6903055,40049,-45.4739502901144,-106.79369156313828,2013-08-10 21:00:00,248.17154304444645,18.173472317368525,38.07719342791414
