year,ocean,platform_number,cycle_number,latitude,longitude,time,pres,temp,psal
2015,Pacific,6902750,50001,-23.707172848419155,-98.40100961702674,2015-08-07 02:00:00,851.172421040804,25.34180274062255,32.21494582882421
2015,Pacific,6903001,50002,55.57703263003674,-95.976798697364,2015-09-20 04:00:00,397.0621102850309,20.268557040930222,31.5603987292218
2015,Pacific,6903001,50003,56.93907408168302,-135.30141732663918,2015-02-19 23:00:00,1659.5908642103002,6.763387452999604,30.750729552897727
2015,Pacific,6903001,50004,38.73774559904099,-83.92839896773238,2015-01-06 10:00:00,1214.1086091844284,31.90618573545144,38.26782071004976
2015,Pacific,6902750,50005,17.060245768151532,-151.53987524448675,2015-01-03 09:00:00,1649.099274803653,28.42231265995262,35.35067440345386
2015,Pacific,6902746,50006,-13.249969628662072,-128.41628237018466,2015-03-10 14:00:00,580.4030314228652,11.678574982356425,32.55312784762834
2015,Pacific,6903001,50007,27.79837606810287,-82.10751146474522,2015-03-26 03:00:00,1129.2593621287012,19.099719170098997,33.35543720764193
2015,Pacific,6903010,50008,-50.59983771602888,-132.31122391780693,2015-01-16 23:00:00,1154.9402056783672,3.078005835012605,37.90556975267042
2015,Pacific,6902750,50009,31.93899496702377,-96.33919025424638,2015-06-18 09:00:00,1058.7290843381388,20.339920635177343,30.63497580126984
2015,Pacific,6903001,50010,-7.779730757455127,-121.9886825243826,2015-04-13 07:00:00,1993.4232230181044,3.681945216307098,33.164512613201424
2015,Pacific,6902746,50011,42.68179077007261,-105.646266412404,2015-05-06 00:00:00,1201.3286759240293,26.207328586680514,33.87381615791692
2015,Pacific,6903001,50012,8.59012641005478,-95.75702328961712,2015-04-16 19:00:00,222.8725595018724,5.220476594866115,35.388514976580105
2015,Pacific,6902746,50013,-47.391548389314224,-153.7918346333985,2015-02-02 11:00:00,5.382962518472922,22.59224260261152,37.63074525481288
2015,Pacific,6902750,50014,39.98124541602782,-121.11490050856456,2015-04-21 16:00:00,1606.4226177513854,29.632222561633725,36.12910270734495
2015,Pacific,6903055,50015,49.0164266943669,-160.28305017202155,2015-08-16 05:00:00,701.4719503239122,0.3639813928371955,33.554151574614735
2015,Pacific,6902750,50016,-16.172194523584245,-125.8704678462766,2015-02-22 20:00:00,1073.2679051201137,5.557024022855346,30.276193312378155
2015,Pacific,6903001,50017,1.0558864139649984,-126.06910852295924,2015-01-29 10:00:00,764.1110549861284,18.037269247512977,30.233287089472068
2015,Pacific,6903055,50018,-37.73984765039143,-123.86668836471245,2015-12-28 17:00:00,1897.980888184772,19.155774384821772,32.98278043449366
2015,Pacific,6902746,50019,58.07333734624608,-73.20300717589959,2015-11-16 06:00:00,1807.829945123191,5.864957801934029,31.743949316314147
2015,Pacific,6903010,50020,22.83335590593998,-150.2265117376163,2015-04-08 01:00:00,346.0821783169665,32.919183119374324,33.68862900166903
2015,Pacific,6902746,50021,-50.938574593160055,-150.4313726366734,2015-06-02 16:00:00,819.3665341222352,26.22430747398117,35.8730138186048
