year,ocean,platform_number,cycle_number,latitude,longitude,time,pres,temp,psal
2017,Pacific,6902746,60001,-36.8393217887038,-144.07266050720264,2017-06-17 22:00:00,520.8886017623369,9.804305389093209,37.370595708207375
2017,Pacific,6903055,60002,-50.53046155911733,-72.80221052907335,2017-09-04 19:00:00,1515.4409640441077,26.13912791234845,33.982008453262424
2017,Pacific,6903055,60003,-14.612843052081535,-75.5363758621773,2017-03-16 13:00:00,993.2031752328004,25.551849519288773,33.12250064631314
2017,Pacific,6903001,60004,-6.870282738935039,-85.82019628896293,2017-11-29 08:00:00,1282.3347133869684,6.956841580017693,37.19414907775924
2017,Pacific,6903001,60005,18.729589802939078,-84.82201663997358,2017-04-21 03:00:00,571.9972483497442,8.161847526020361,33.361598599421455
2017,Pacific,6903010,60006,-24.26372063864474,-167.76909292568072,2017-11-16 22:00:00,1458.7383143863267,6.778869454611888,33.190961589141075
2017,Pacific,6903010,60007,-26.961993239301822,-72.79098528820066,2017-04-06 14:00:00,1189.7851355530863,-1.273147685458837,37.23678529398666
2017,Pacific,6903055,60008,17.309992938091966,-166.92543177323637,2017-10-27 20:00:00,1270.849073804279,23.197812314581995,31.445135319423304
2017,Pacific,6902746,60009,30.022718241095816,-97.07795944362836,2017-09-29 00:00:00,1319.0947933908983,22.876888470147648,38.10399999918993
2017,Pacific,6903055,60010,31.83639876963608,-111.6154222491624,2017-03-29 10:00:00,570.1170642789983,23.01534440468735,38.00108231341856
2017,Pacific,6903001,60011,-35.48291250192408,-168.2750081685621,2017-08-08 05:00:00,993.1985751076388,21.762068974042418,34.76357746636907
2017,Pacific,6903055,60012,-40.55230195923496,-115.57149124079616,2017-01-26 11:00:00,996.5286024148132,32.07566233911143,35.33974748626704
2017,Pacific,6902750,60013,-22.977097684207635,-145.63873174710255,2017-03-21 07:00:00,298.96051400868816,23.024695150503323,30.913836677964007
2017,Pacific,6902750,60014,-6.018522544921311,-119.7692223537478,2017-02-18 13:00:00,185.56206079856685,3.336269764862465,38.8263850784939
2017,Pacific,6902746,60015,-52.95466571684412,-159.19621092272916,2017-05-31 17:00:00,1028.824441534884,22.407020114472264,39.90871814347041
2017,Pacific,6902750,60016,36.12062687804389,-126.5470048178893,2017-07-15 08:00:00,1232.0769210616363,12.312114282283549,35.06587755791088
2017,Pacific,6903001,60017,33.5014438345838,-89.59636701891309,2017-07-21 10:00:00,1369.5445904548017,3.1451057231909374,39.109933505803774
2017,Pacific,6902746,60018,34.309809904551514,-108.89638349839667,2017-12-30 03:00:00,725.6442628928496,26.811697103036614,32.58265745698403
2017,Pacific,6903001,60019,43.64923363739474,-132.56127727548483,2017-03-16 21:00:00,1821.8208014062905,22.40319294811692,38.96235219800906
2017,Pacific,6903010,60020,26.361875260418643,-70.34943273628573,2017-03-18 00:00:00,1293.3711263430846,12.83467242483918,39.26393891495958
2017,Pacific,6903001,60021,-8.433250038714064,-129.13483137311846,2017-10-23 15:00:00,412.3550748546094,-1.994728756136768,36.10305800205846
2017,Pacific,6903010,60022,-17.184011711133927,-110.86296660790616,2017-05-11 16:00:00,1871.209602602422,2.2293768387702144,32.11769293509917
2017,Pacific,6903010,60023,-43.52052638468303,-157.0765451411668,2017-12-07 21:00:00,428.5229868019904,19.197833224808367,39.26726799349114
2017,Pacific,6902746,60024,24.54197543985886,-121.7706746957536,2017-06-09 14:00:00,1536.080092748506,16.209272755380365,32.6943528393248
2017,Pacific,6903055,60025,54.082658390238265,-155.7337694293161,2017-05-29 12:00:00,1816.172558733364,1.3043583982551676,32.10031990121602
2017,Pacific,6902750,60026,53.13644605688008,-108.34647512631328,2017-09-17 14:00:00,1301.7226481115745,13.198530397156288,39.87651775648156
2017,Pacific,6903055,60027,-26.751974838062715,-157.6536547814938,2017-11-26 17:00:00,918.5712201865172,23.5535707098596,39.056365516577614
2017,Pacific,6903055,60028,7.452501522967509,-130.95750360878418,2017-12-31 12:00:00,726.9042281285616,2.718460914386535,37.8932374118006
2017,Pacific,6903010,60029,-10.53280379634296,-74.09554608890791,2017-10-29 03:00:00,620.839444081002,4.696217109339228,39.59131187804701
2017,Pacific,6903010,60030,23.89676741738387,-150.50855566265676,2017-11-27 06:00:00,832.8110468165795,33.825861691371074,34.83160212792569
2017,Pacific,6902750,60031,-37.23215519090862,-152.19019589673402,2017-09-22 13:00:00,693.0240210010288,34.87407990503919,39.65661299737645
2017,Pacific,6902746,60032,37.06983899125413,-85.40357116777933,2017-08-07 15:00:00,1503.2384325082337,22.751044209289184,36.56010218466096
2017,Pacific,6903055,60033,41.12901417807565,-130.71937848860264,2017-05-17 02:00:00,644.3625674713755,16.01828027595499,33.84376701380042
2017,Pacific,6903001,60034,43.53158567889231,-126.817244335754,2017-01-25 16:00:00,177.44013941614912,21.3922388551574,39.76563253871201
2017,Pacific,6903001,60035,13.11638660385738,-76.97630768692137,2017-09-15 20:00:00,1904.935957466229,1.2625571107247806,35.32412650246457
2017,Pacific,6903001,60036,40.87465753376296,-162.3171041826478,2017-01-25 08:00:00,212.3939564854449,15.095186141635637,33.659724359063254
2017,Pacific,6902746,60037,-43.25632841500976,-157.2689561210838,2017-08-17 06:00:00,26.18480217292496,13.995868116484631,39.82152787548651
2017,Pacific,6903055,60038,-59.97756207356631,-119.66067989148776,2017-06-08 14:00:00,617.2442348759517,31.834022850225654,36.938614328017096
2017,Pacific,6902746,60039,-2.993275143396275,-72.02106848195494,2017-08-07 07:00:00,1386.5350275103883,31.26700894970672,36.64567210840666
2017,Pacific,6902750,60040,40.853282214494726,-99.8363577834396,2017-03-11 21:00:00,1337.842763113405,31.479891286633453,30.849037390905924
2017,Pacific,6902750,60041,-27.68381985880904,-104.43471623241967,2017-04-01 23:00:00,1416.7157447880336,20.37795728726283,37.38824112243347
